No.,Study,MAG,Size_bp,Domain,Phylum,Class,Order,Family,Genus,Species,Completeness,Contamination
131,ELGG,GCF_000020605.1_ASM2060v1_genomic,3449685,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__Agathobacter rectalis,99.28,0
132,ELGG,GCF_000024225.1_ASM2422v1_genomic,1543805,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Lancefieldella,s__Lancefieldella parvula,100,0
133,ELGG,GCF_000024265.1_ASM2426v1_genomic,3632260,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Eggerthella,s__Eggerthella lenta,100,0
134,ELGG,GCF_000024445.1_ASM2444v1_genomic,2636367,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium dentium,99.91,0
135,ELGG,GCF_000072485.1_ASM7248v1_genomic,4851126,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__Stenotrophomonas maltophilia,100,0
136,ELGG,GCF_000144975.1_ASM14497v1_genomic,2655653,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Parasutterella,s__Parasutterella excrementihominis,100,0
137,ELGG,GCF_000147675.1_ASM14767v1_genomic,1988044,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Peptostreptococcus,s__Peptostreptococcus stomatis,98.6,0
138,ELGG,GCF_000152245.2_ASM15224v2_genomic,4316707,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium callanderi,99.3,0
139,ELGG,GCF_000154285.1_ASM15428v1_genomic,2191053,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Amedibacillus,s__Amedibacillus dolichus,100,0
140,ELGG,GCF_000154465.1_ASM15446v1_genomic,2550678,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes putredinis,99.52,0.96
141,ELGG,GCF_000154805.1_ASM15480v1_genomic,2507885,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__Erysipelatoclostridium,s__Erysipelatoclostridium spiroforme,100,0
142,ELGG,GCF_000154845.1_ASM15484v1_genomic,4300117,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola coprocola,98.88,0
143,ELGG,GCF_000155085.1_ASM15508v1_genomic,4102325,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_F,s__Clostridium_F botulinum_A,99.9,0
144,ELGG,GCF_000155205.1_ASM15520v1_genomic,2731235,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter lactaris,99.42,0
145,ELGG,GCF_000155875.1_ASM15587v1_genomic,3242215,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Bariatricus,s__Bariatricus comes,99.42,0
146,ELGG,GCF_000156015.1_ASM15601v1_genomic,2496039,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyrivibrio_A,s__Butyrivibrio_A crossotus,99.33,0.67
147,ELGG,GCF_000158375.2_Clostridium_sp_7_2_43FAA_V2_genomic,3813122,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium tertium,100,0
148,ELGG,GCF_000159455.2_ASM15945v2_genomic,2316838,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus reuteri_E,99.46,0
149,ELGG,GCF_000159975.2_Ruminococus_sp_5_1_39B_FAA_V2_genomic,3930699,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A wexlerae,99.37,0
150,ELGG,GCF_000163295.1_ASM16329v1_genomic,1891767,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus vaginalis,99.09,0.61
151,ELGG,GCF_000165735.1_ASM16573v1_genomic,1765528,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__Anaeroglobus,s__Anaeroglobus micronuciformis,100,0
152,ELGG,GCF_000177555.1_ASM17755v1_genomic,1726197,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__Megasphaera,s__Megasphaera lornae,100,0
153,ELGG,GCF_000183505.1_ASM18350v1_genomic,2176752,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella rogosae,100,0
154,ELGG,GCF_000185145.2_ASM18514v2_genomic,2839537,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella oralis,99.29,0.36
155,ELGG,GCF_000185705.2_Bilo_wads_3_1_6_V2_genomic,4391194,d__Bacteria,p__Desulfobacterota_I,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Bilophila,s__Bilophila wadsworthia,100,0
156,ELGG,GCF_000187445.1_ASM18744v1_genomic,2142483,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus sp000187445,99.88,0
157,ELGG,GCF_000187465.1_ASM18746v1_genomic,1905984,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus infantis,100,0
158,ELGG,GCF_000187585.1_ASM18758v1_genomic,1639920,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus peroris,98.31,0.34
159,ELGG,GCF_000188175.1_ASM18817v1_genomic,2121954,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A succinatutens,99.38,0.6
160,ELGG,GCF_000190355.1_ASM19035v1_genomic,5427315,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Muricomes,s__Muricomes fissicatena_A,99.42,0
161,ELGG,GCF_000190535.1_ASM19053v1_genomic,4392288,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Odoribacter,s__Odoribacter splanchnicus,99.46,0
162,ELGG,GCF_000195105.1_ASM19510v1_genomic,4689946,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_A,s__Pseudomonas_A stutzeri,99.59,0.14
163,ELGG,GCF_000210835.1_ASM21083v1_genomic,5373121,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides fragilis,99.26,0
164,ELGG,GCF_000210895.1_ASM21089v1_genomic,2086875,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae,g__Haemophilus_D,s__Haemophilus_D parainfluenzae_A,99.89,0
165,ELGG,GCF_000211375.1_ASM21137v1_genomic,2588309,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lentilactobacillus,s__Lentilactobacillus buchneri,98.94,0
166,ELGG,GCF_000213955.1_ASM21395v1_genomic,1726519,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium vaginale,100,0
167,ELGG,GCF_000215385.1_ASM21538v1_genomic,1744061,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus infantis_B,100,0.17
168,ELGG,GCF_000218385.1_Lach_bact_1_4_56FAA_V1_genomic,3233902,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Schaedlerella,s__Schaedlerella glycyrrhizinilytica_A,99.42,0
169,ELGG,GCF_000221505.1_ASM22150v2_genomic,2174937,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus oris,99.13,0
170,ELGG,GCF_000222785.1_ASM22278v2_genomic,1975266,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus mitis_N,99.87,0.27
171,ELGG,GCF_000224985.1_ASM22498v1_genomic,2066652,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Ligilactobacillus,s__Ligilactobacillus ruminis,99.4,0
172,ELGG,GCF_000225345.1_ASM22534v1_genomic,3592125,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__Roseburia hominis,98.8,0.24
173,ELGG,GCF_000230275.1_ASM23027v1_genomic,2487765,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Acidaminococcus,s__Acidaminococcus intestini,100,0
174,ELGG,GCF_000235805.1_ASM23580v2_genomic,1989583,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Pediococcus,s__Pediococcus acidilactici,99.69,0
175,ELGG,GCF_000242435.1_Dial_succ_YIT_11850_V1_genomic,2499879,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister,s__Dialister succinatiphilus,99.91,0.63
176,ELGG,GCF_000253395.1_ASM25339v1_genomic,1929905,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus thermophilus,99.89,0.15
177,ELGG,GCF_000257905.1_SmitisSK579v1.0_genomic,1979452,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus mitis_L,99.37,0.35
178,ELGG,GCF_000262265.1_ASM26226v1_genomic,2030584,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae,g__Haemophilus_A,s__Haemophilus_A parahaemolyticus,99.43,0.08
179,ELGG,GCF_000262545.1_ASM26254v1_genomic,2521238,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella bivia,99.66,0
180,ELGG,GCF_000265365.1_ASM26536v1_genomic,3734239,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes finegoldii,99.76,0
181,ELGG,GCF_000269945.1_ASM26994v1_genomic,1963964,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus garvieae,100,0
182,ELGG,GCF_000270145.1_ASM27014v1_genomic,2362241,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus gallolyticus,100,0
183,ELGG,GCF_000278725.1_AspICM47v1.0_genomic,2444105,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Pauljensenia,s__Pauljensenia sp000278725,100,0.95
184,ELGG,GCF_000287635.1_PspMSX73v1.0_genomic,3164912,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella buccae,98.99,0
185,ELGG,GCF_000296505.1_Acti_turi_ACS-279-V-COL4_V1_genomic,1967755,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Pauljensenia,s__Pauljensenia turicensis,100,0.47
186,ELGG,GCF_000297775.1_Sutt_wads_2_1_59BFAA_V1_genomic,2725870,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sutterella,s__Sutterella wadsworthensis_A,98.14,0.62
187,ELGG,GCF_000311845.1_ASM31184v1_genomic,2280503,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Enorma,s__Enorma massiliensis,98.39,0.81
188,ELGG,GCF_000315505.1_Veil_ratt_ACS-216-V-COL6B_V1_genomic,2324129,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella_A,s__Veillonella_A seminalis,100,0
189,ELGG,GCF_000318335.2_ASM31833v2_genomic,1901306,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Pauljensenia,s__Pauljensenia sp000308055,100,0.47
190,ELGG,GCF_000320405.1_ASM32040v1_genomic,3553721,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium celatum,99.17,0
191,ELGG,GCF_000321005.1_ASM32100v2_genomic,1795828,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus senegalensis,99.39,0.91
192,ELGG,GCF_000327285.1_ASM32728v1_genomic,3811476,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Holdemania,s__Holdemania massiliensis,100,1.27
193,ELGG,GCF_000330845.1_ASM33084v1_genomic,4762179,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pseudocitrobacter,s__Pseudocitrobacter sp000330845,100,0.12
194,ELGG,GCF_000341525.1_ASM34152v1_genomic,1836889,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus massiliensis,98.94,0.18
195,ELGG,GCF_000367205.1_ASM36720v1_genomic,2526138,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium avidum,100,0
196,ELGG,GCF_000367425.1_ASM36742v1_genomic,5398151,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella ornithinolytica,99.99,1.16
197,ELGG,GCF_000368625.1_Acin_schi_CIP107287_V1_genomic,3394558,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter schindleri,100,0
198,ELGG,GCF_000369885.1_Acin_ursi_NIPH_706_V1_genomic,3510045,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter ursingii,99.91,0.04
199,ELGG,GCF_000381365.1_Bact_saly_DSM_18765_V1_genomic,5315450,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides salyersiae,99.26,0
200,ELGG,GCF_000382445.1_Bact_mass_DSM_17679_V1_genomic,4646209,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola massiliensis,99.26,0.19
201,ELGG,GCF_000383295.1_ASM38329v1_genomic,3174421,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Clostridium_E,s__Clostridium_E sporosphaeroides,97.99,0.69
202,ELGG,GCF_000398925.1_Buty_pull_1_20_V1_genomic,3325721,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus,s__Butyricicoccus pullicaecorum,98.66,0
203,ELGG,GCF_000407585.1_Ente_disp_ATCC51266_V2_genomic,2812918,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_C,s__Enterococcus_C dispar,99.44,1.06
204,ELGG,GCF_000407925.1_Esch_coli_KTE31_V1_genomic,4556979,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia ruysiae,99.89,0.04
205,ELGG,GCF_000411135.1_Acti_scha_FB123-CNA2_V1_genomic,2092357,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Actinotignum,s__Actinotignum schaalii_A,99.12,0
206,ELGG,GCF_000411175.1_Prop_lymp_ACS-093-V-SCH5_V1_genomic,2266775,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Propionimicrobium,s__Propionimicrobium lymphophilum,99.34,0.66
207,ELGG,GCF_000411335.1_Copr_sp_HPP0074_V1_genomic,2976145,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Faecalimonas,s__Faecalimonas umbilicata,99.37,0
208,ELGG,GCF_000411415.1_Acti_sp_HPA0247_V1_genomic,2430444,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Pauljensenia,s__Pauljensenia sp000411415,99.53,0.47
209,ELGG,GCF_000412675.1_ASM41267v1_genomic,6156701,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__Pseudomonas_E putida,99.88,1.14
210,ELGG,GCF_000417505.1_NM10version1_genomic,2615280,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__Megasphaera,s__Megasphaera sp000417505,97.75,0.02
211,ELGG,GCF_000420065.1_ASM42006v1_genomic,2022936,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Varibaculum,s__Varibaculum cambriense,98.96,0.95
212,ELGG,GCF_000424205.1_ASM42420v1_genomic,3542160,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_X,s__Clostridium_X cadaveris,99.1,0.81
213,ELGG,GCF_000424325.1_ASM42432v1_genomic,4943165,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Enterocloster,s__Enterocloster clostridioformis_A,98.68,0
214,ELGG,GCF_000439915.1_L.gasseri_2016_V1_genomic,1879515,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus gasseri,99.68,0
215,ELGG,GCF_000455225.1_Megasphaera_massiliensis_genomic,2737487,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__Megasphaera,s__Megasphaera massiliensis,99.4,0.07
216,ELGG,GCF_000466185.1_ASM46618v1_genomic,2090952,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces graevenitzii,100,0.55
217,ELGG,GCF_000468955.1_ASM46895v1_genomic,2427048,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus cremoris,100,0
218,ELGG,GCF_000469305.1_ASM46930v1_genomic,1946426,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Faecalitalea,s__Faecalitalea cylindroides,97.88,1.35
219,ELGG,GCF_000478035.1_Cory_sp_KPL1857_V1_genomic,2489851,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium kefirresidentii,99.78,0
220,ELGG,GCF_000478925.1_ASM47892v1_genomic,2122284,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus anginosus,100,0
221,ELGG,GCF_000494875.1_ASM49487v1_genomic,2559946,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus warneri,99.73,0
222,ELGG,GCF_000508865.1_ASM50886v1_genomic,3136515,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__Erysipelatoclostridium,s__Erysipelatoclostridium sp000508865,100,0
223,ELGG,GCF_000509045.1_ASM50904v1_genomic,6168028,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Enterocloster,s__Enterocloster asparagiformis,97.97,0
224,ELGG,GCF_000509185.1_ASM50918v1_genomic,7416064,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eisenbergiella,s__Eisenbergiella tayi,97.8,2.01
225,ELGG,GCF_000512185.1_ASM51218v1_genomic,4527993,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Aeromonadaceae,g__Aeromonas,s__Aeromonas rivipollensis,99.42,0
226,ELGG,GCF_000514355.1_ASM51435v1_genomic,5593635,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__Pseudomonas_E monteilii,99.9,0.44
227,ELGG,GCF_000526575.1_ASM52657v1_genomic,4605255,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lacrimispora,s__Lacrimispora sp000526575,99.37,0
228,ELGG,GCF_000633515.1_ASM63351v1_genomic,4512187,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Morganella,s__Morganella morganii_B,100,1.09
229,ELGG,GCF_000686105.1_ASM68610v1_genomic,7561574,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Robinsoniella,s__Robinsoniella peoriensis,99.37,0.95
230,ELGG,GCF_000723465.1_Rb803_genomic,2968500,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_D,s__Ruminococcus_D bicirculans,98.63,0
231,ELGG,GCF_000739675.1_ASM73967v1_genomic,5242193,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter murliniae,99.49,0.36
232,ELGG,GCF_000751675.1_Clostridium_culturomicsense_genomic,4325182,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_J,s__Clostridium_J sp000821305,98.36,1.55
233,ELGG,GCF_000757785.1_ASM75778v1_genomic,5489680,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pluralibacter,s__Pluralibacter gergoviae,100,1.6
234,ELGG,GCF_000759795.1_ASM75979v1_genomic,4374581,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pseudescherichia,s__Pseudescherichia vulneris,98.02,0.8
235,ELGG,GCF_000807675.2_ASM80767v2_genomic,4422837,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium limosum,99.3,0
236,ELGG,GCF_000808015.1_pear-SPAdes-1.0_genomic,3986874,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter othiniensis,99.3,0.7
237,ELGG,GCF_000817045.1_ASM81704v1_genomic,1958651,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium animalis,100,0
238,ELGG,GCF_000817995.1_ASM81799v1_genomic,2173720,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium adolescentis,100,0
239,ELGG,GCF_000829055.1_ASM82905v1_genomic,2952961,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lacticaseibacillus,s__Lacticaseibacillus casei,97.74,0.36
240,ELGG,GCF_000960025.1_ASM96002v1_genomic,1984405,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus mitis,99.78,0.2
241,ELGG,GCF_000964315.1_ASM96431v1_genomic,1930741,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus equinus,99.63,0
242,ELGG,GCF_000966445.2_ASM96644v2_genomic,2064639,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium angulatum,99.71,0.09
243,ELGG,GCF_000969825.1_Para_gord_MS-1_V1_genomic,6793348,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,s__Parabacteroides gordonii,99.23,0.38
244,ELGG,GCF_001011955.1_ASM101195v1_genomic,4878246,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__Enterobacter roggenkampii,99.97,0.04
245,ELGG,GCF_001022965.1_ASM102296v1_genomic,5115149,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__Enterobacter cloacae_L,99.97,0.7
246,ELGG,GCF_001030225.1_Ente_spec_BIDMC92_V1_genomic,4888079,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__Enterobacter sichuanensis,98.78,0.38
247,ELGG,GCF_001042635.1_ASM104263v1_genomic,3158347,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium scardovii,100,2.15
